,loss,accuracy,mse38,val_loss,val_accuracy,val_mse38
0,2.698488235473633,0.20385226607322693,0.8729187846183777,2.680340051651001,0.21016772091388702,0.8681694269180298
1,2.6905815601348877,0.20545588433742523,0.8735476136207581,2.6768555641174316,0.2080712765455246,0.8742930889129639
2,2.6890194416046143,0.20526327192783356,0.873669445514679,2.6758453845977783,0.20976455509662628,0.8740512132644653
3,2.687649965286255,0.20616362988948822,0.8738132119178772,2.6761209964752197,0.21032898128032684,0.8731414079666138
4,2.686635971069336,0.2068534642457962,0.8739510178565979,2.675250768661499,0.20742622017860413,0.8712102174758911
5,2.6858510971069336,0.20699231326580048,0.873939573764801,2.6746652126312256,0.21343331038951874,0.873769998550415
6,2.6844236850738525,0.2074984908103943,0.8740445375442505,2.6756556034088135,0.21294952929019928,0.869573175907135
7,2.6830146312713623,0.20764631032943726,0.8741099834442139,2.6701226234436035,0.21375584602355957,0.8725579977035522
8,2.6798312664031982,0.20933951437473297,0.8742479085922241,2.66715669631958,0.21464279294013977,0.8731861710548401
9,2.66936993598938,0.21434298157691956,0.8750786781311035,2.643049955368042,0.22447992861270905,0.8765509724617004
10,2.636274576187134,0.2245962917804718,0.8805595636367798,2.619680404663086,0.22972100973129272,0.8739826083183289
11,2.628584623336792,0.2261730432510376,0.8819706439971924,2.608625888824463,0.22899532318115234,0.8811157941818237
12,2.624774932861328,0.22594010829925537,0.8825473785400391,2.607571601867676,0.23286566138267517,0.8843522667884827
13,2.6231393814086914,0.22662994265556335,0.8828765749931335,2.613745927810669,0.23226092755794525,0.8917280435562134
14,2.6215264797210693,0.22717642784118652,0.8831546306610107,2.6086344718933105,0.23129333555698395,0.8770597577095032
15,2.6206207275390625,0.22651347517967224,0.883350670337677,2.6028900146484375,0.22879374027252197,0.8812132477760315
16,2.619586944580078,0.2273779958486557,0.883388102054596,2.6012167930603027,0.23121270537376404,0.8812528252601624
17,2.6182544231414795,0.22757060825824738,0.8836662173271179,2.599745988845825,0.23242218792438507,0.8828951716423035
18,2.6170387268066406,0.22793792188167572,0.8838292360305786,2.603797674179077,0.2314142882823944,0.8853855729103088
19,2.616903305053711,0.22766467928886414,0.8839064836502075,2.6037731170654297,0.23322850465774536,0.8823797702789307
20,2.6164166927337646,0.22824698686599731,0.8839467167854309,2.6084721088409424,0.23173682391643524,0.8868296146392822
21,2.615363359451294,0.2286277413368225,0.8841084241867065,2.599891185760498,0.2322206050157547,0.883634626865387
22,2.6149799823760986,0.22863222658634186,0.884219765663147,2.606841802597046,0.23205934464931488,0.8794469833374023
23,2.614246129989624,0.22725257277488708,0.8845323920249939,2.611382484436035,0.22802773118019104,0.874845027923584
24,2.6134283542633057,0.22824251651763916,0.8843927383422852,2.6013267040252686,0.233188197016716,0.882999062538147
25,2.6133010387420654,0.228999525308609,0.8843978643417358,2.6100454330444336,0.23101112246513367,0.8882951736450195
26,2.6126649379730225,0.22869493067264557,0.8846017718315125,2.600475311279297,0.2348814755678177,0.8900673985481262
27,2.6122004985809326,0.22828282415866852,0.8846095204353333,2.6107966899871826,0.22826963663101196,0.8795570731163025
