,Fold,n_estimators,max_depth,train_loss,test_loss,val_loss,train_acc,test_acc,val_acc,time_fit
0,Fold 6,100,10,3.2596054178476956,3.3353182245730313,3.3356448854779965,0.2536215978928885,0.15623809437419495,0.15726985022878914,326.2916030883789
1,Fold 6,100,15,2.737978091839193,3.2562137270320965,3.2549172989514923,0.635569153034348,0.1575987373233432,0.16027333749924408,448.9692122936249
2,Fold 6,100,20,1.9110650526943684,3.2233399394689015,3.2219270576765733,0.9880601494329075,0.15738103445147947,0.15731016549416438,553.8193519115448
3,Fold 6,300,10,3.2574817176197404,3.3357412614978657,3.3358763631797883,0.28456307896292843,0.16137225376898096,0.1621681549718801,970.3168568611145
4,Fold 6,300,15,2.725310004578494,3.249216662172848,3.248287716695635,0.671704502696601,0.16951796955788176,0.1698885282912375,1340.3103682994843
5,Fold 6,300,20,1.8994862491773126,3.2051444705952785,3.2046929185964697,0.999146673594811,0.17106003156691643,0.17083593702755548,1660.8620131015778
6,Fold 6,500,10,3.256448181329685,3.3349736492836093,3.3352311616882937,0.3010495242873269,0.1639846882313456,0.1671874055110968,1617.1057758331299
7,Fold 6,500,15,2.7218677389426875,3.2476985854209532,3.2468968127999767,0.6792567773378008,0.171894559242394,0.17359753270575903,2231.1946449279785
8,Fold 6,500,20,1.8947653858685969,3.2021081878424855,3.200555049180085,0.9997849886223146,0.17481540610656557,0.17488762119776655,2772.750363111496
