,Fold,n_estimators,max_depth,train_loss,test_loss,val_loss,train_acc,test_acc,val_acc,time_fit
0,Fold 9,100,5,3.442715467400756,3.450191823545843,3.447584283932486,0.15461936437546195,0.14285195936139333,0.14578293823576843,74.32940912246704
1,Fold 9,100,10,3.18996112182361,3.321143457360274,3.3160913959002736,0.3096508320455105,0.16077648766328012,0.1600145137880987,138.38793110847473
2,Fold 9,100,15,2.5243012520802113,3.249241803891731,3.2455239087540892,0.8093574324172994,0.15943396226415094,0.1591275600709563,194.89400792121887
3,Fold 9,300,5,3.442559900506991,3.450101834652706,3.446975907160648,0.1621044144325741,0.14833091436865023,0.15134655700693436,220.32483911514282
4,Fold 9,300,10,3.185276020671054,3.3187140592102664,3.3133913556115018,0.34571882908911733,0.16556603773584905,0.16783583293017254,413.88258600234985
5,Fold 9,300,15,2.510751766282145,3.240949382342028,3.235336784725102,0.8727899840981881,0.16799709724238027,0.16884373488147073,582.2945120334625
