,loss,accuracy,mse38,val_loss,val_accuracy,val_mse38
0,3.4692859649658203,0.05293087288737297,0.8279272317886353,3.4084150791168213,0.06172266975045204,0.8308395743370056
1,3.3974926471710205,0.06446981430053711,0.8316898345947266,3.397022008895874,0.06537120044231415,0.8313681483268738
2,3.384775161743164,0.06697828322649002,0.8323681950569153,3.384335517883301,0.06462536752223969,0.8315871357917786
3,3.3766732215881348,0.06792567670345306,0.832808256149292,3.369751453399658,0.06718538701534271,0.8335153460502625
4,3.3716161251068115,0.06943299621343613,0.8330746293067932,3.3743417263031006,0.06668145209550858,0.8330870270729065
5,3.366901159286499,0.06935908645391464,0.8333426117897034,3.373969078063965,0.06706444174051285,0.832493007183075
6,3.3538451194763184,0.07152488082647324,0.8340813517570496,3.3520874977111816,0.07139833271503448,0.8332453370094299
7,3.345460891723633,0.07328752428293228,0.834637463092804,3.361896514892578,0.06948336213827133,0.8350557088851929
8,3.340851068496704,0.07422147691249847,0.8349390029907227,3.3420231342315674,0.07026951014995575,0.8343533873558044
9,3.337900400161743,0.07442529499530792,0.8351250886917114,3.338916063308716,0.07375677675008774,0.8355231285095215
10,3.335705041885376,0.07534580677747726,0.8352731466293335,3.3389499187469482,0.07162006944417953,0.8349097967147827
11,3.3331832885742188,0.07536149024963379,0.8354310989379883,3.3452398777008057,0.07315205037593842,0.8340471386909485
12,3.331833839416504,0.07549586892127991,0.8355230689048767,3.341447591781616,0.07194259017705917,0.8338267207145691
13,3.330631971359253,0.07578479498624802,0.8356022834777832,3.3391048908233643,0.07315205037593842,0.8350661396980286
14,3.3293161392211914,0.07629768550395966,0.8356897830963135,3.334502696990967,0.07365599274635315,0.8335574269294739
15,3.328282356262207,0.07538388669490814,0.835766077041626,3.335052728652954,0.07295047491788864,0.8338509798049927
16,3.3266494274139404,0.07679490000009537,0.8358383774757385,3.3322057723999023,0.07436151057481766,0.8336812853813171
17,3.3255765438079834,0.07671650499105453,0.8359400629997253,3.3513314723968506,0.07232558727264404,0.838335394859314
18,3.324756383895874,0.0772092416882515,0.8359813094139099,3.338468313217163,0.07397851347923279,0.8369032144546509
19,3.323949098587036,0.0770188644528389,0.8360798954963684,3.3302667140960693,0.07452277094125748,0.8341690897941589
20,3.3238468170166016,0.07701438665390015,0.8360642194747925,3.3360214233398438,0.07309157401323318,0.834503173828125
21,3.322438955307007,0.07735034078359604,0.8360714316368103,3.342561721801758,0.07329314947128296,0.8346596360206604
22,3.3217525482177734,0.07756983488798141,0.836201548576355,3.3547189235687256,0.07180149108171463,0.8393328189849854
23,3.321023941040039,0.07791698724031448,0.8362541198730469,3.3383240699768066,0.07381725311279297,0.8337494730949402
24,3.320528745651245,0.07775796949863434,0.8362354040145874,3.3331668376922607,0.073252834379673,0.8372605443000793
25,3.319535970687866,0.07728762924671173,0.8363755941390991,3.333700180053711,0.07391803711652756,0.8342686295509338
26,3.3190195560455322,0.07793266326189041,0.8363803029060364,3.3327488899230957,0.0753895491361618,0.8362656235694885
27,3.318641185760498,0.07740633934736252,0.8363637328147888,3.3331458568573,0.07377693802118301,0.8354507684707642
28,3.317814350128174,0.07802001386880875,0.8364646434783936,3.3359007835388184,0.0753895491361618,0.8354403972625732
29,3.317689895629883,0.07808944582939148,0.8364676237106323,3.33624005317688,0.07466387003660202,0.8357629776000977
